ordinal,_key,_id,_from,_to,edge_family,edge_type,perspective,unique_id,references_table,references_column,weight,priority_weight,field_component,variable_name,origin,join_type
463,receiving:inspection_status:semantic:Quality:resolves_to:QUA_RES_REC_INS_FD27B632,manufacturing_graph_edge/receiving:inspection_status:semantic:Quality:resolves_to:QUA_RES_REC_INS_FD27B632,manufacturing_graph_node/receiving:inspection_status:structural:system:none:none,manufacturing_graph_node/ReceivingInspectionState:entity:semantic:canonical:none:none,semantic,resolves_to,Quality,QUA_RES_REC_INS_FD27B632,,,1,3,1,,,
464,receiving:receipt_date:semantic:Quality:resolves_to:QUA_RES_REC_REC_1B2BA829,manufacturing_graph_edge/receiving:receipt_date:semantic:Quality:resolves_to:QUA_RES_REC_REC_1B2BA829,manufacturing_graph_node/receiving:receipt_date:structural:system:none:none,manufacturing_graph_node/DeliveryPerformanceSupplier:entity:semantic:canonical:none:none,semantic,resolves_to,Quality,QUA_RES_REC_REC_1B2BA829,,,1,2,2,receipt_date,,
465,customer_order:status:semantic:Receivables:resolves_to:REC_RES_CUS_STA_5EC8A23D,manufacturing_graph_edge/customer_order:status:semantic:Receivables:resolves_to:REC_RES_CUS_STA_5EC8A23D,manufacturing_graph_node/customer_order:status:structural:system:none:none,manufacturing_graph_node/OrderAccountingState:entity:semantic:canonical:none:none,semantic,resolves_to,Receivables,REC_RES_CUS_STA_5EC8A23D,,,1,3,1,,,
466,purchase_order:required_date:semantic:Receivables:resolves_to:REC_RES_PUR_REQ_2046DC70,manufacturing_graph_edge/purchase_order:required_date:semantic:Receivables:resolves_to:REC_RES_PUR_REQ_2046DC70,manufacturing_graph_node/purchase_order:required_date:structural:system:none:none,manufacturing_graph_node/DeliveryPerformanceSupplier:entity:semantic:canonical:none:none,semantic,resolves_to,Receivables,REC_RES_PUR_REQ_2046DC70,,,1,2,2,required_date,,
467,receivable_payment:amount:semantic:Receivables:resolves_to:REC_RES_REC_AMO_F1F660A0,manufacturing_graph_edge/receivable_payment:amount:semantic:Receivables:resolves_to:REC_RES_REC_AMO_F1F660A0,manufacturing_graph_node/receivable_payment:amount:structural:system:none:none,manufacturing_graph_node/ARCashReceiptAmount:entity:semantic:canonical:none:none,semantic,resolves_to,Receivables,REC_RES_REC_AMO_F1F660A0,,,1,3,1,,,
468,receivable_payment:installment_no:semantic:Receivables:resolves_to:REC_RES_REC_INS_554ED282,manufacturing_graph_edge/receivable_payment:installment_no:semantic:Receivables:resolves_to:REC_RES_REC_INS_554ED282,manufacturing_graph_node/receivable_payment:installment_no:structural:system:none:none,manufacturing_graph_node/ARInstallmentSequence:entity:semantic:canonical:none:none,semantic,resolves_to,Receivables,REC_RES_REC_INS_554ED282,,,1,3,1,,,
469,receivable_payment:invoice_id:semantic:Receivables:resolves_to:REC_RES_REC_INV_24531FF7,manufacturing_graph_edge/receivable_payment:invoice_id:semantic:Receivables:resolves_to:REC_RES_REC_INV_24531FF7,manufacturing_graph_node/receivable_payment:invoice_id:structural:system:none:none,manufacturing_graph_node/ARInvoiceReference:entity:semantic:canonical:none:none,semantic,resolves_to,Receivables,REC_RES_REC_INV_24531FF7,,,1,3,1,,,
470,receivable_payment:payment_date:semantic:Receivables:resolves_to:REC_RES_REC_PAY_18D39A40,manufacturing_graph_edge/receivable_payment:payment_date:semantic:Receivables:resolves_to:REC_RES_REC_PAY_18D39A40,manufacturing_graph_node/receivable_payment:payment_date:structural:system:none:none,manufacturing_graph_node/ARPaymentDate:entity:semantic:canonical:none:none,semantic,resolves_to,Receivables,REC_RES_REC_PAY_18D39A40,,,1,3,1,,,
471,receiving:receipt_date:semantic:Receivables:resolves_to:REC_RES_REC_REC_1C0C8B26,manufacturing_graph_edge/receiving:receipt_date:semantic:Receivables:resolves_to:REC_RES_REC_REC_1C0C8B26,manufacturing_graph_node/receiving:receipt_date:structural:system:none:none,manufacturing_graph_node/DeliveryPerformanceSupplier:entity:semantic:canonical:none:none,semantic,resolves_to,Receivables,REC_RES_REC_REC_1C0C8B26,,,1,2,2,receipt_date,,
472,purchase_order:required_date:semantic:Work_Orders:resolves_to:WOR_RES_PUR_REQ_257C68AC,manufacturing_graph_edge/purchase_order:required_date:semantic:Work_Orders:resolves_to:WOR_RES_PUR_REQ_257C68AC,manufacturing_graph_node/purchase_order:required_date:structural:system:none:none,manufacturing_graph_node/DeliveryPerformanceOps:entity:semantic:canonical:none:none,semantic,resolves_to,Work_Orders,WOR_RES_PUR_REQ_257C68AC,,,1,3,1,required_date,,
473,receiving:receipt_date:semantic:Work_Orders:resolves_to:WOR_RES_REC_REC_FC7963C5,manufacturing_graph_edge/receiving:receipt_date:semantic:Work_Orders:resolves_to:WOR_RES_REC_REC_FC7963C5,manufacturing_graph_node/receiving:receipt_date:structural:system:none:none,manufacturing_graph_node/DeliveryPerformanceOps:entity:semantic:canonical:none:none,semantic,resolves_to,Work_Orders,WOR_RES_REC_REC_FC7963C5,,,1,3,1,receipt_date,,
474,work_order:status:semantic:Work_Orders:resolves_to:WOR_RES_WOR_STA_CC3A8A0D,manufacturing_graph_edge/work_order:status:semantic:Work_Orders:resolves_to:WOR_RES_WOR_STA_CC3A8A0D,manufacturing_graph_node/work_order:status:structural:system:none:none,manufacturing_graph_node/WorkOrderLifecycleState:entity:semantic:canonical:none:none,semantic,resolves_to,Work_Orders,WOR_RES_WOR_STA_CC3A8A0D,,,1,3,1,,,
475,inventory_allocated_20260703_000005:customer_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_001,manufacturing_graph_edge/inventory_allocated_20260703_000005:customer_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_001,manufacturing_graph_node/inventory_allocated_20260703_000005:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/customer_order:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_CUS_001,,,,,,,,
476,inventory_allocated_20260703_000005:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_002,manufacturing_graph_edge/inventory_allocated_20260703_000005:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_002,manufacturing_graph_node/inventory_allocated_20260703_000005:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/customer_order_line:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_CUS_002,,,,,,,,
477,inventory_allocated_20260703_000005:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_001,manufacturing_graph_edge/inventory_allocated_20260703_000005:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_001,manufacturing_graph_node/inventory_allocated_20260703_000005:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PAR_001,,,,,,,,
478,inventory_atp_20260703_000004:customer_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_003,manufacturing_graph_edge/inventory_atp_20260703_000004:customer_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_003,manufacturing_graph_node/inventory_atp_20260703_000004:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/customer_order:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_CUS_003,,,,,,,,
479,inventory_atp_20260703_000004:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_004,manufacturing_graph_edge/inventory_atp_20260703_000004:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_004,manufacturing_graph_node/inventory_atp_20260703_000004:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/customer_order_line:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_CUS_004,,,,,,,,
480,inventory_atp_20260703_000004:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_002,manufacturing_graph_edge/inventory_atp_20260703_000004:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_002,manufacturing_graph_node/inventory_atp_20260703_000004:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PAR_002,,,,,,,,
481,inventory_atp_20260703_000004:po_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_POL_001,manufacturing_graph_edge/inventory_atp_20260703_000004:po_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_POL_001,manufacturing_graph_node/inventory_atp_20260703_000004:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_POL_001,,,,,,,,
482,inventory_atp_20260703_000004:purchase_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PUR_001,manufacturing_graph_edge/inventory_atp_20260703_000004:purchase_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PUR_001,manufacturing_graph_node/inventory_atp_20260703_000004:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PUR_001,,,,,,,,
483,inventory_atp_20260703_000004:work_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_WOR_001,manufacturing_graph_edge/inventory_atp_20260703_000004:work_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_WOR_001,manufacturing_graph_node/inventory_atp_20260703_000004:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_WOR_001,,,,,,,,
484,inventory_eoq_20260703_000010:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_003,manufacturing_graph_edge/inventory_eoq_20260703_000010:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_003,manufacturing_graph_node/inventory_eoq_20260703_000010:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PAR_003,,,,,,,,
485,inventory_eoq_20260703_000010:po_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_POL_002,manufacturing_graph_edge/inventory_eoq_20260703_000010:po_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_POL_002,manufacturing_graph_node/inventory_eoq_20260703_000010:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_POL_002,,,,,,,,
486,inventory_eoq_20260703_000010:purchase_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PUR_002,manufacturing_graph_edge/inventory_eoq_20260703_000010:purchase_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PUR_002,manufacturing_graph_node/inventory_eoq_20260703_000010:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PUR_002,,,,,,,,
487,inventory_leadtime_20260703_000003:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_004,manufacturing_graph_edge/inventory_leadtime_20260703_000003:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_004,manufacturing_graph_node/inventory_leadtime_20260703_000003:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PAR_004,,,,,,,,
488,inventory_leadtimedemand_20260703_000007:customer_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_005,manufacturing_graph_edge/inventory_leadtimedemand_20260703_000007:customer_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_005,manufacturing_graph_node/inventory_leadtimedemand_20260703_000007:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/customer_order:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_CUS_005,,,,,,,,
489,inventory_leadtimedemand_20260703_000007:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_006,manufacturing_graph_edge/inventory_leadtimedemand_20260703_000007:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_006,manufacturing_graph_node/inventory_leadtimedemand_20260703_000007:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/customer_order_line:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_CUS_006,,,,,,,,
490,inventory_leadtimedemand_20260703_000007:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_005,manufacturing_graph_edge/inventory_leadtimedemand_20260703_000007:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_005,manufacturing_graph_node/inventory_leadtimedemand_20260703_000007:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PAR_005,,,,,,,,
491,inventory_leadtimedemand_20260703_000007:work_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_WOR_002,manufacturing_graph_edge/inventory_leadtimedemand_20260703_000007:work_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_WOR_002,manufacturing_graph_node/inventory_leadtimedemand_20260703_000007:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_WOR_002,,,,,,,,
492,inventory_maximumstock_20260703_000009:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_006,manufacturing_graph_edge/inventory_maximumstock_20260703_000009:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_006,manufacturing_graph_node/inventory_maximumstock_20260703_000009:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PAR_006,,,,,,,,
493,inventory_maximumstock_20260703_000009:po_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_POL_003,manufacturing_graph_edge/inventory_maximumstock_20260703_000009:po_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_POL_003,manufacturing_graph_node/inventory_maximumstock_20260703_000009:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/po_line:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_POL_003,,,,,,,,
494,inventory_maximumstock_20260703_000009:purchase_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PUR_003,manufacturing_graph_edge/inventory_maximumstock_20260703_000009:purchase_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PUR_003,manufacturing_graph_node/inventory_maximumstock_20260703_000009:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PUR_003,,,,,,,,
495,inventory_minimumstock_20260703_000008:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_007,manufacturing_graph_edge/inventory_minimumstock_20260703_000008:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_007,manufacturing_graph_node/inventory_minimumstock_20260703_000008:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PAR_007,,,,,,,,
496,inventory_onhandquantity_20260703_000002:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_008,manufacturing_graph_edge/inventory_onhandquantity_20260703_000002:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_008,manufacturing_graph_node/inventory_onhandquantity_20260703_000002:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PAR_008,,,,,,,,
497,inventory_reorderpoint_20260703_000001:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_009,manufacturing_graph_edge/inventory_reorderpoint_20260703_000001:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_009,manufacturing_graph_node/inventory_reorderpoint_20260703_000001:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PAR_009,,,,,,,,
498,inventory_safetystock_20260703_000006:customer_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_007,manufacturing_graph_edge/inventory_safetystock_20260703_000006:customer_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_007,manufacturing_graph_node/inventory_safetystock_20260703_000006:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/customer_order:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_CUS_007,,,,,,,,
499,inventory_safetystock_20260703_000006:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_008,manufacturing_graph_edge/inventory_safetystock_20260703_000006:customer_order_line:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_CUS_008,manufacturing_graph_node/inventory_safetystock_20260703_000006:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/customer_order_line:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_CUS_008,,,,,,,,
500,inventory_safetystock_20260703_000006:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_010,manufacturing_graph_edge/inventory_safetystock_20260703_000006:part:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_PAR_010,manufacturing_graph_node/inventory_safetystock_20260703_000006:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/part:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_PAR_010,,,,,,,,
501,inventory_safetystock_20260703_000006:work_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_WOR_003,manufacturing_graph_edge/inventory_safetystock_20260703_000006:work_order:manifest:Inventory_Transactions:binds_table:INV_BIN_INV_WOR_003,manufacturing_graph_node/inventory_safetystock_20260703_000006:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,Inventory_Transactions,INV_BIN_INV_WOR_003,,,,,,,,
502,ledger_eventtrace_20260719_000003:gl_events:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLE_001,manufacturing_graph_edge/ledger_eventtrace_20260719_000003:gl_events:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLE_001,manufacturing_graph_node/ledger_eventtrace_20260719_000003:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/gl_events:entity:structural:system:none:none,manifest,binds_table,General_Ledger,GEN_BIN_LED_GLE_001,,,,,,,,
503,ledger_fgproduced_20260719_000005:gl_finished_goods_inventory:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLF_001,manufacturing_graph_edge/ledger_fgproduced_20260719_000005:gl_finished_goods_inventory:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLF_001,manufacturing_graph_node/ledger_fgproduced_20260719_000005:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/gl_finished_goods_inventory:entity:structural:system:none:none,manifest,binds_table,General_Ledger,GEN_BIN_LED_GLF_001,,,,,,,,
504,ledger_inventorybalance_20260719_000001:gl_finished_goods_inventory:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLF_002,manufacturing_graph_edge/ledger_inventorybalance_20260719_000001:gl_finished_goods_inventory:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLF_002,manufacturing_graph_node/ledger_inventorybalance_20260719_000001:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/gl_finished_goods_inventory:entity:structural:system:none:none,manifest,binds_table,General_Ledger,GEN_BIN_LED_GLF_002,,,,,,,,
505,ledger_inventorybalance_20260719_000001:gl_raw_materials_inventory:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLR_001,manufacturing_graph_edge/ledger_inventorybalance_20260719_000001:gl_raw_materials_inventory:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLR_001,manufacturing_graph_node/ledger_inventorybalance_20260719_000001:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/gl_raw_materials_inventory:entity:structural:system:none:none,manifest,binds_table,General_Ledger,GEN_BIN_LED_GLR_001,,,,,,,,
506,ledger_inventorybalance_20260719_000001:gl_wip_inventory:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLW_001,manufacturing_graph_edge/ledger_inventorybalance_20260719_000001:gl_wip_inventory:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLW_001,manufacturing_graph_node/ledger_inventorybalance_20260719_000001:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/gl_wip_inventory:entity:structural:system:none:none,manifest,binds_table,General_Ledger,GEN_BIN_LED_GLW_001,,,,,,,,
507,ledger_jobcostsummary_20260719_000002:gl_job_cost_detail:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLJ_001,manufacturing_graph_edge/ledger_jobcostsummary_20260719_000002:gl_job_cost_detail:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLJ_001,manufacturing_graph_node/ledger_jobcostsummary_20260719_000002:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/gl_job_cost_detail:entity:structural:system:none:none,manifest,binds_table,General_Ledger,GEN_BIN_LED_GLJ_001,,,,,,,,
508,ledger_materialissued_20260719_000004:gl_raw_materials_inventory:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLR_002,manufacturing_graph_edge/ledger_materialissued_20260719_000004:gl_raw_materials_inventory:manifest:General_Ledger:binds_table:GEN_BIN_LED_GLR_002,manufacturing_graph_node/ledger_materialissued_20260719_000004:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/gl_raw_materials_inventory:entity:structural:system:none:none,manifest,binds_table,General_Ledger,GEN_BIN_LED_GLR_002,,,,,,,,
509,operations_deliveryperformanceops_20260604_000013:purchase_order:manifest:Operations:binds_table:OPE_BIN_OPE_PUR_001,manufacturing_graph_edge/operations_deliveryperformanceops_20260604_000013:purchase_order:manifest:Operations:binds_table:OPE_BIN_OPE_PUR_001,manufacturing_graph_node/operations_deliveryperformanceops_20260604_000013:entity:manifest:Operations:none:none,manufacturing_graph_node/purchase_order:entity:structural:system:none:none,manifest,binds_table,Operations,OPE_BIN_OPE_PUR_001,,,,,,,,
510,operations_deliveryperformanceops_20260604_000013:receiving:manifest:Operations:binds_table:OPE_BIN_OPE_REC_001,manufacturing_graph_edge/operations_deliveryperformanceops_20260604_000013:receiving:manifest:Operations:binds_table:OPE_BIN_OPE_REC_001,manufacturing_graph_node/operations_deliveryperformanceops_20260604_000013:entity:manifest:Operations:none:none,manufacturing_graph_node/receiving:entity:structural:system:none:none,manifest,binds_table,Operations,OPE_BIN_OPE_REC_001,,,,,,,,
511,operations_deliveryperformanceops_20260604_000013:suppliers:manifest:Operations:binds_table:OPE_BIN_OPE_SUP_001,manufacturing_graph_edge/operations_deliveryperformanceops_20260604_000013:suppliers:manifest:Operations:binds_table:OPE_BIN_OPE_SUP_001,manufacturing_graph_node/operations_deliveryperformanceops_20260604_000013:entity:manifest:Operations:none:none,manufacturing_graph_node/suppliers:entity:structural:system:none:none,manifest,binds_table,Operations,OPE_BIN_OPE_SUP_001,,,,,,,,
512,operations_equipmentstatecompliance_20260604_000010:certification:manifest:Quality:binds_table:QUA_BIN_OPE_CER_001,manufacturing_graph_edge/operations_equipmentstatecompliance_20260604_000010:certification:manifest:Quality:binds_table:QUA_BIN_OPE_CER_001,manufacturing_graph_node/operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,manufacturing_graph_node/certification:entity:structural:system:none:none,manifest,binds_table,Quality,QUA_BIN_OPE_CER_001,,,,,,,,
513,operations_equipmentstatecompliance_20260604_000010:operation:manifest:Quality:binds_table:QUA_BIN_OPE_OPE_001,manufacturing_graph_edge/operations_equipmentstatecompliance_20260604_000010:operation:manifest:Quality:binds_table:QUA_BIN_OPE_OPE_001,manufacturing_graph_node/operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,manufacturing_graph_node/operation:entity:structural:system:none:none,manifest,binds_table,Quality,QUA_BIN_OPE_OPE_001,,,,,,,,
514,operations_equipmentstatecompliance_20260604_000010:receiving:manifest:Quality:binds_table:QUA_BIN_OPE_REC_001,manufacturing_graph_edge/operations_equipmentstatecompliance_20260604_000010:receiving:manifest:Quality:binds_table:QUA_BIN_OPE_REC_001,manufacturing_graph_node/operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,manufacturing_graph_node/receiving:entity:structural:system:none:none,manifest,binds_table,Quality,QUA_BIN_OPE_REC_001,,,,,,,,
515,operations_equipmentstatecompliance_20260604_000010:shop_resource:manifest:Quality:binds_table:QUA_BIN_OPE_SHO_001,manufacturing_graph_edge/operations_equipmentstatecompliance_20260604_000010:shop_resource:manifest:Quality:binds_table:QUA_BIN_OPE_SHO_001,manufacturing_graph_node/operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manifest,binds_table,Quality,QUA_BIN_OPE_SHO_001,,,,,,,,
516,operations_equipmentstatecompliance_20260604_000010:work_order:manifest:Quality:binds_table:QUA_BIN_OPE_WOR_001,manufacturing_graph_edge/operations_equipmentstatecompliance_20260604_000010:work_order:manifest:Quality:binds_table:QUA_BIN_OPE_WOR_001,manufacturing_graph_node/operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,manufacturing_graph_node/work_order:entity:structural:system:none:none,manifest,binds_table,Quality,QUA_BIN_OPE_WOR_001,,,,,,,,
517,operations_equipmentstatemaintenance_20260604_000009:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_001,manufacturing_graph_edge/operations_equipmentstatemaintenance_20260604_000009:operation:manifest:Operations:binds_table:OPE_BIN_OPE_OPE_001,manufacturing_graph_node/operations_equipmentstatemaintenance_20260604_000009:entity:manifest:Operations:none:none,manufacturing_graph_node/operation:entity:structural:system:none:none,manifest,binds_table,Operations,OPE_BIN_OPE_OPE_001,,,,,,,,
518,operations_equipmentstatemaintenance_20260604_000009:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_001,manufacturing_graph_edge/operations_equipmentstatemaintenance_20260604_000009:shop_resource:manifest:Operations:binds_table:OPE_BIN_OPE_SHO_001,manufacturing_graph_node/operations_equipmentstatemaintenance_20260604_000009:entity:manifest:Operations:none:none,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manifest,binds_table,Operations,OPE_BIN_OPE_SHO_001,,,,,,,,
519,operations_equipmentstateproduction_20260604_000011:operation:manifest:Manufacturing:binds_table:MAN_BIN_OPE_OPE_001,manufacturing_graph_edge/operations_equipmentstateproduction_20260604_000011:operation:manifest:Manufacturing:binds_table:MAN_BIN_OPE_OPE_001,manufacturing_graph_node/operations_equipmentstateproduction_20260604_000011:entity:manifest:Manufacturing:none:none,manufacturing_graph_node/operation:entity:structural:system:none:none,manifest,binds_table,Manufacturing,MAN_BIN_OPE_OPE_001,,,,,,,,
520,operations_equipmentstateproduction_20260604_000011:shop_resource:manifest:Manufacturing:binds_table:MAN_BIN_OPE_SHO_001,manufacturing_graph_edge/operations_equipmentstateproduction_20260604_000011:shop_resource:manifest:Manufacturing:binds_table:MAN_BIN_OPE_SHO_001,manufacturing_graph_node/operations_equipmentstateproduction_20260604_000011:entity:manifest:Manufacturing:none:none,manufacturing_graph_node/shop_resource:entity:structural:system:none:none,manifest,binds_table,Manufacturing,MAN_BIN_OPE_SHO_001,,,,,,,,
