ordinal,_key,_id,node_type,node_family,perspective,table_name,column_name,column_slot,concept_name,concept_type,domain,synonyms,tags,computation_template,binding_key,concept_anchor,logic_type,predicate,unique_id,description,column_type,notnull,default_value,primary_key,foreign_key
401,LedgerPostingEventClass:entity:semantic:canonical:none:none,manufacturing_graph_node/LedgerPostingEventClass:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,LedgerPostingEventClass,,finance,[],[],,,,,none,none,Kind of ledger posting event in the gl_events audit trail (RM_ISSUE / LABOR / BURDEN / FG_COMPLETION),,,,,
402,MaterialIssueFlow:entity:semantic:canonical:none:none,manufacturing_graph_node/MaterialIssueFlow:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,MaterialIssueFlow,,finance,[],[],,,,,none,none,"Material issued to jobs over a period: RM_ISSUE outflow from the Raw Materials bucket, reported as positive issued value per part and job",,,,,
403,MaximumStockQuantity:entity:semantic:canonical:none:none,manufacturing_graph_node/MaximumStockQuantity:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,MaximumStockQuantity,,operations,"[""max stock"", ""maximum level"", ""max""]","[""mrp"", ""inventory"", ""min-max""]",,,,,none,none,Highest stock level a part is replenished up to (max in a min/max policy),,,,,
404,MinimumStockQuantity:entity:semantic:canonical:none:none,manufacturing_graph_node/MinimumStockQuantity:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,MinimumStockQuantity,,operations,"[""min stock"", ""minimum level"", ""min""]","[""mrp"", ""inventory"", ""min-max""]",,,,,none,none,Lowest stock level allowed before replenishment is required (min in a min/max policy),,,,,
405,NCMDispositionFinance:entity:semantic:canonical:none:none,manufacturing_graph_node/NCMDispositionFinance:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,NCMDispositionFinance,,finance,[],[],,,,,none,none,NCM disposition from cost recovery standpoint,,,,,
406,NCMDispositionQuality:entity:semantic:canonical:none:none,manufacturing_graph_node/NCMDispositionQuality:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,NCMDispositionQuality,,quality,[],[],,,,,none,none,NCM disposition from quality standpoint,,,,,
407,OEEOperational:entity:semantic:canonical:none:none,manufacturing_graph_node/OEEOperational:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,OEEOperational,,operations,[],[],"SUM({act_run_hrs}) / NULLIF(SUM({run_hrs}), 0)",,,,none,none,OEE for shift/line performance tracking,,,,,
408,OEEStrategic:entity:semantic:canonical:none:none,manufacturing_graph_node/OEEStrategic:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,OEEStrategic,,finance,[],[],"SUM({act_atl_lab_cost} + {act_atl_bur_cost}) / NULLIF(SUM({act_run_hrs}), 0)",,,,none,none,OEE for capital investment decisions,,,,,
409,OnHandQuantity:entity:semantic:canonical:none:none,manufacturing_graph_node/OnHandQuantity:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,OnHandQuantity,,operations,"[""on hand"", ""QOH"", ""quantity on hand"", ""stock on hand""]","[""mrp"", ""inventory"", ""stock""]",,,,,none,none,Physical quantity of a part currently in stock (book inventory on hand),,,,,
410,OperationExecutionState:entity:semantic:canonical:none:none,manufacturing_graph_node/OperationExecutionState:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,OperationExecutionState,,operations,[],[],,,,,none,none,Execution state of a routing operation (queued -> started -> complete),,,,,
411,OrderAccountingState:entity:semantic:canonical:none:none,manufacturing_graph_node/OrderAccountingState:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,OrderAccountingState,,finance,[],[],,,,,none,none,Order status from revenue recognition perspective,,,,,
412,OrderCustomerState:entity:semantic:canonical:none:none,manufacturing_graph_node/OrderCustomerState:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,OrderCustomerState,,customer,[],[],,,,,none,none,Order status as visible to customer,,,,,
413,OrderLifecycleState:entity:semantic:canonical:none:none,manufacturing_graph_node/OrderLifecycleState:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,OrderLifecycleState,,operations,[],[],,,,,none,none,Order status representing lifecycle stage in fulfillment,,,,,
414,PartSourcingClass:entity:semantic:canonical:none:none,manufacturing_graph_node/PartSourcingClass:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,PartSourcingClass,,operations,[],[],,,,,none,none,How a part is sourced: engineered/made vs bought vs raw vs hardware vs outside service (engineering make/buy intent),,,,,
415,PurchaseOrderLifecycleState:entity:semantic:canonical:none:none,manufacturing_graph_node/PurchaseOrderLifecycleState:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,PurchaseOrderLifecycleState,,procurement,[],[],,,,,none,none,Lifecycle state of a purchase order (open -> approved -> received -> closed),,,,,
416,QuantityBasisEngineering:entity:semantic:canonical:none:none,manufacturing_graph_node/QuantityBasisEngineering:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,QuantityBasisEngineering,,operations,[],[],,,,,none,none,"Quantity read through the engineering lens: a per-unit, as-designed requirement basis (engineering normalizes material needs to a single unit)",,,,,
417,QuantityBasisManufacturing:entity:semantic:canonical:none:none,manufacturing_graph_node/QuantityBasisManufacturing:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,QuantityBasisManufacturing,,operations,[],[],,,,,none,none,Quantity read through the manufacturing lens: a production batch / lot size to build or fulfill (qty > 1),,,,,
418,ReceivingInspectionState:entity:semantic:canonical:none:none,manufacturing_graph_node/ReceivingInspectionState:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,ReceivingInspectionState,,quality,[],[],,,,,none,none,Inspection disposition of a received shipment (pending -> pass / fail),,,,,
419,ReorderPoint:entity:semantic:canonical:none:none,manufacturing_graph_node/ReorderPoint:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,ReorderPoint,,operations,"[""ROP"", ""reorder level"", ""order point""]","[""mrp"", ""inventory"", ""replenishment""]",,,,,none,none,Inventory level at which a replenishment order is triggered (lead-time demand + safety stock),,,,,
420,RequirementBasisEngineering:entity:semantic:canonical:none:none,manufacturing_graph_node/RequirementBasisEngineering:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,RequirementBasisEngineering,,operations,[],[],,,,,none,none,Requirement read through the engineering lens: an as-designed routing standard on a PART component (per-unit basis); component_type='PART',,,,,
421,RequirementBasisManufacturing:entity:semantic:canonical:none:none,manufacturing_graph_node/RequirementBasisManufacturing:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,RequirementBasisManufacturing,,operations,[],[],,,,,none,none,Requirement read through the manufacturing lens: as-built actuals on a WORK_ORDER component (batch basis); component_type='WORK_ORDER',,,,,
422,SafetyStock:entity:semantic:canonical:none:none,manufacturing_graph_node/SafetyStock:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,SafetyStock,,operations,"[""buffer stock"", ""safety inventory""]","[""mrp"", ""inventory"", ""buffer""]",,,,,none,none,Buffer inventory held to absorb demand and lead-time variability and prevent stockouts,,,,,
423,StockMovementDirection:entity:semantic:canonical:none:none,manufacturing_graph_node/StockMovementDirection:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,StockMovementDirection,,operations,[],[],,,,,none,none,Direction of an inventory transaction: stock receipt (in) vs issue (out),,,,,
424,ThreeWayMatchState:entity:semantic:canonical:none:none,manufacturing_graph_node/ThreeWayMatchState:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,ThreeWayMatchState,,finance,[],[],,,,,none,none,PO/receipt/invoice three-way match status used to validate AP invoices,,,,,
425,WarehouseLocation:entity:semantic:canonical:none:none,manufacturing_graph_node/WarehouseLocation:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,WarehouseLocation,,operations,[],[],,,,,none,none,Warehouse/site a stock move is distributed to (inventory traced by move),,,,,
426,WorkOrderLifecycleState:entity:semantic:canonical:none:none,manufacturing_graph_node/WorkOrderLifecycleState:entity:semantic:canonical:none:none,concept,semantic,canonical,,,,WorkOrderLifecycleState,,operations,[],[],,,,,none,none,Work order lifecycle stage on the shop floor (Open->Released->In Process->Complete->Closed),,,,,
427,inventory_allocated_20260703_000005:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/inventory_allocated_20260703_000005:entity:manifest:Inventory_Transactions:none:none,binding,manifest,Inventory_Transactions,,,,,,,,,,inventory_allocated_20260703_000005,ALLOCATEDQUANTITY,DIRECT,none,none,Allocated quantity per part: sum of open customer-order-line quantities committed against on-hand stock. Dataset derivation over customer_order_line — the approved snippet is the definition.,,,,,
428,inventory_atp_20260703_000004:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/inventory_atp_20260703_000004:entity:manifest:Inventory_Transactions:none:none,binding,manifest,Inventory_Transactions,,,,,,,,,,inventory_atp_20260703_000004,AVAILABLETOPROMISE,DIRECT,none,none,Available-to-promise quantity per part: on-hand stock minus total open customer-order commitments. Dataset derivation — no single column owns ATP; the approved snippet is the definition.,,,,,
429,inventory_eoq_20260703_000010:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/inventory_eoq_20260703_000010:entity:manifest:Inventory_Transactions:none:none,binding,manifest,Inventory_Transactions,,,,,,,,,,inventory_eoq_20260703_000010,ECONOMICORDERQUANTITY,DERIVED,none,none,EOQ proxy: average observed PO order quantity (po_line.quantity) reflects the historically settled replenishment lot size. Without D/S/H cost parameters in this schema the empirical PO quantity is the closest available proxy. Column anchor: po_line.quantity. Falls back to reorder_point when no PO history exists.,,,,,
430,inventory_leadtime_20260703_000003:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/inventory_leadtime_20260703_000003:entity:manifest:Inventory_Transactions:none:none,binding,manifest,Inventory_Transactions,,,,,,,,,,inventory_leadtime_20260703_000003,LEADTIME,DIRECT,none,none,"Lead time summary by part class (avg/min/max days, long-lead count) — MRP planning-horizon decision support query against the part table",,,,,
431,inventory_leadtimedemand_20260703_000007:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/inventory_leadtimedemand_20260703_000007:entity:manifest:Inventory_Transactions:none:none,binding,manifest,Inventory_Transactions,,,,,,,,,,inventory_leadtimedemand_20260703_000007,LEADTIMEDEMAND,DERIVED,none,none,Lead-time demand: average daily demand (customer_order_line) × part.lead_time_days. Column anchor: part.lead_time_days is the planning window factor. Dataset derivation — approved snippet is the authoritative definition.,,,,,
432,inventory_maximumstock_20260703_000009:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/inventory_maximumstock_20260703_000009:entity:manifest:Inventory_Transactions:none:none,binding,manifest,Inventory_Transactions,,,,,,,,,,inventory_maximumstock_20260703_000009,MAXIMUMSTOCKQUANTITY,DERIVED,none,none,Maximum stock quantity: reorder_point + average historical PO replenishment qty (po_line.quantity aggregated per part). Column anchor: po_line.quantity captures the observed replenishment lot size. Dataset derivation — approved snippet is the authoritative definition.,,,,,
433,inventory_minimumstock_20260703_000008:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/inventory_minimumstock_20260703_000008:entity:manifest:Inventory_Transactions:none:none,binding,manifest,Inventory_Transactions,,,,,,,,,,inventory_minimumstock_20260703_000008,MINIMUMSTOCKQUANTITY,DIRECT,none,none,Minimum stock quantity: part.reorder_point is the min level in a min/max replenishment policy. Direct column read with below/at/above status classification.,,,,,
434,inventory_onhandquantity_20260703_000002:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/inventory_onhandquantity_20260703_000002:entity:manifest:Inventory_Transactions:none:none,binding,manifest,Inventory_Transactions,,,,,,,,,,inventory_onhandquantity_20260703_000002,ONHANDQUANTITY,DIRECT,none,none,On-hand stock levels by part class with inventory value and reorder-point flag counts — primary stock-status query against the part table,,,,,
435,inventory_reorderpoint_20260703_000001:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/inventory_reorderpoint_20260703_000001:entity:manifest:Inventory_Transactions:none:none,binding,manifest,Inventory_Transactions,,,,,,,,,,inventory_reorderpoint_20260703_000001,REORDERPOINT,DIRECT,none,none,Parts at or below reorder point — replenishment trigger report against the part table reorder_point threshold; primary MRP replenishment planning query,,,,,
436,inventory_safetystock_20260703_000006:entity:manifest:Inventory_Transactions:none:none,manufacturing_graph_node/inventory_safetystock_20260703_000006:entity:manifest:Inventory_Transactions:none:none,binding,manifest,Inventory_Transactions,,,,,,,,,,inventory_safetystock_20260703_000006,SAFETYSTOCK,DERIVED,none,none,Safety stock proxy: reorder point minus estimated lead-time demand (avg daily demand from customer_order_line × lead_time_days). Column anchor: part.reorder_point encodes the safety buffer in this ERP (ROP = SS + LT demand). Dataset derivation — approved snippet is the authoritative definition.,,,,,
437,ledger_eventtrace_20260719_000003:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/ledger_eventtrace_20260719_000003:entity:manifest:General_Ledger:none:none,binding,manifest,General_Ledger,,,,,,,,,,ledger_eventtrace_20260719_000003,GLEVENTTRACE,DIRECT,none,none,"Chronological audit trace of gl_events postings for a job, carrying the originating source document (table + row key); optional :job_id filter and :start_date/:end_date horizon guards.",,,,,
438,ledger_fgproduced_20260719_000005:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/ledger_fgproduced_20260719_000005:entity:manifest:General_Ledger:none:none,binding,manifest,General_Ledger,,,,,,,,,,ledger_fgproduced_20260719_000005,GLFGPRODUCED,DIRECT,none,none,Finished goods produced over a period: FG_COMPLETION postings (signed positive into the FG bucket) per part and job; :start_date/:end_date horizon guards.,,,,,
439,ledger_inventorybalance_20260719_000001:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/ledger_inventorybalance_20260719_000001:entity:manifest:General_Ledger:none:none,binding,manifest,General_Ledger,,,,,,,,,,ledger_inventorybalance_20260719_000001,GLINVENTORYBALANCE,DIRECT,none,none,"Signed running balance per perpetual inventory bucket (RM/WIP/FG) from the gl_* sub-ledgers; optional :as_of_date horizon guard. Single UNION ALL over the three bucket tables, no joins.",,,,,
440,ledger_jobcostsummary_20260719_000002:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/ledger_jobcostsummary_20260719_000002:entity:manifest:General_Ledger:none:none,binding,manifest,General_Ledger,,,,,,,,,,ledger_jobcostsummary_20260719_000002,GLJOBCOSTSUMMARY,DIRECT,none,none,Job cost roll-up by work order and cost element (LABOR/MATERIAL/BURDEN/SERVICE) from gl_job_cost_detail; optional :job_id filter guard and :start_date/:end_date horizon guards.,,,,,
441,ledger_materialissued_20260719_000004:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/ledger_materialissued_20260719_000004:entity:manifest:General_Ledger:none:none,binding,manifest,General_Ledger,,,,,,,,,,ledger_materialissued_20260719_000004,GLMATERIALISSUED,DIRECT,none,none,Material issued over a period: RM_ISSUE postings (signed negative out of the RM bucket) reported as positive issued value per part and job; :start_date/:end_date horizon guards.,,,,,
442,operations_deliveryperformanceops_20260604_000013:entity:manifest:Operations:none:none,manufacturing_graph_node/operations_deliveryperformanceops_20260604_000013:entity:manifest:Operations:none:none,binding,manifest,Operations,,,,,,,,,,operations_deliveryperformanceops_20260604_000013,DELIVERYPERFORMANCEOPS,DIRECT,none,none,Operations delivery performance: inbound on-time receipt rate per PO compared to required date — flags overdue open POs for expediting and tracks material delivery reliability,,,,,
443,operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,manufacturing_graph_node/operations_equipmentstatecompliance_20260604_000010:entity:manifest:Quality:none:none,binding,manifest,Quality,,,,,,,,,,operations_equipmentstatecompliance_20260604_000010,EQUIPMENTSTATECOMPLIANCE,DIRECT,none,none,Compliance view: cert-required receipts with inspection and certificate status joined to shop resources — verifies cert-required material processed on each resource has a current certificate,,,,,
444,operations_equipmentstatemaintenance_20260604_000009:entity:manifest:Operations:none:none,manufacturing_graph_node/operations_equipmentstatemaintenance_20260604_000009:entity:manifest:Operations:none:none,binding,manifest,Operations,,,,,,,,,,operations_equipmentstatemaintenance_20260604_000009,EQUIPMENTSTATEMAINTENANCE,DIRECT,none,none,"Maintenance scheduling view: open-operation count, remaining run hours, and last close date per active shop resource — identifies resources due for PM or blocked by open operations",,,,,
445,operations_equipmentstateproduction_20260604_000011:entity:manifest:Manufacturing:none:none,manufacturing_graph_node/operations_equipmentstateproduction_20260604_000011:entity:manifest:Manufacturing:none:none,binding,manifest,Manufacturing,,,,,,,,,,operations_equipmentstateproduction_20260604_000011,EQUIPMENTSTATEPRODUCTION,DIRECT,none,none,"Production scheduling view: active shop resources with their current open work order operations, scheduled windows, and estimated cost — used by supervisors for machine loading and scheduling decisions",,,,,
446,operations_oeeoperational_20260604_000007:entity:manifest:Operations:none:none,manufacturing_graph_node/operations_oeeoperational_20260604_000007:entity:manifest:Operations:none:none,binding,manifest,Operations,,,,,,,,,,operations_oeeoperational_20260604_000007,OEEOPERATIONAL,DIRECT,none,none,"OEE operational proxy: actual vs. scheduled run hours per active shop resource, grouped by resource for shift-level line efficiency and throughput reporting",,,,,
447,operations_oeestrategic_20260604_000008:entity:manifest:Operations:none:none,manufacturing_graph_node/operations_oeestrategic_20260604_000008:entity:manifest:Operations:none:none,binding,manifest,Operations,,,,,,,,,,operations_oeestrategic_20260604_000008,OEESTRATEGIC,DIRECT,none,none,"OEE strategic proxy: cost efficiency and utilization aggregated by resource type for capital investment, capacity planning, and equipment replacement decisions",,,,,
448,operations_workordercostdetail_20260601_000004:entity:manifest:General_Ledger:none:none,manufacturing_graph_node/operations_workordercostdetail_20260601_000004:entity:manifest:General_Ledger:none:none,binding,manifest,General_Ledger,,,,,,,,,,operations_workordercostdetail_20260601_000004,ORDERLIFECYCLESTATE,DIRECT,none,none,"Per-work-order cost breakdown (labor, burden, outside service, material) for WIP valuation and job costing — joins against live work_order table",,,,,
449,operations_workorderstatus_20260601_000003:entity:manifest:Manufacturing:none:none,manufacturing_graph_node/operations_workorderstatus_20260601_000003:entity:manifest:Manufacturing:none:none,binding,manifest,Manufacturing,,,,,,,,,,operations_workorderstatus_20260601_000003,ORDERLIFECYCLESTATE,DIRECT,none,none,Work order status summary grouped by lifecycle state with quantity and cost rollup — primary production planning query against live work_order table,,,,,
450,payables_openpobysupp_20260601_000006:entity:manifest:Payables:none:none,manufacturing_graph_node/payables_openpobysupp_20260601_000006:entity:manifest:Payables:none:none,binding,manifest,Payables,,,,,,,,,,payables_openpobysupp_20260601_000006,DELIVERYPERFORMANCEFINANCE,DIRECT,none,none,Open PO spend aggregated by supplier with count and total value — payables aging and supplier spend analysis joining purchase_order to suppliers,,,,,
451,payables_ordersreceived_20260706_000001:entity:manifest:Payables:none:none,manufacturing_graph_node/payables_ordersreceived_20260706_000001:entity:manifest:Payables:none:none,binding,manifest,Payables,,,,,,,,,,payables_ordersreceived_20260706_000001,ORDERSRECEIVED,DIRECT,none,none,"Purchase orders fully received — every po_line has receipt coverage >= ordered quantity, computed line-by-line via receiving_line.po_line_id; core receiving-completion procurement view",,,,,
452,payables_ordersunreceived_20260706_000002:entity:manifest:Payables:none:none,manufacturing_graph_node/payables_ordersunreceived_20260706_000002:entity:manifest:Payables:none:none,binding,manifest,Payables,,,,,,,,,,payables_ordersunreceived_20260706_000002,ORDERSUNRECEIVED,DIRECT,none,none,"Purchase orders unreceived or short — at least one po_line not fully received, with unreceived vs short line counts and outstanding quantity; core expediting / open-order procurement view",,,,,
453,payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,manufacturing_graph_node/payables_partialreceiptaccrual_20260708_000004:entity:manifest:Payables:none:none,binding,manifest,Payables,,,,,,,,,,payables_partialreceiptaccrual_20260708_000004,PARTIALRECEIPTACCRUAL,DIRECT,none,none,Partial-receipt accrual exposure (PO-line accrual): PO lines with received qty > 0 but < ordered qty whose received portion is not fully voucher-covered — open PRA exposure per the TWM accrual guides (docs/my-mrp-kb/07-three-way-match),,,,,
454,payables_purchaseorderstatus_20260601_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/payables_purchaseorderstatus_20260601_000005:entity:manifest:Payables:none:none,binding,manifest,Payables,,,,,,,,,,payables_purchaseorderstatus_20260601_000005,ORDERACCOUNTINGSTATE,DIRECT,none,none,"Purchase order status list with supplier name, type, dates, and value — core AP dashboard query joining purchase_order to suppliers",,,,,
455,payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,manufacturing_graph_node/payables_threewaymatchcoverage_20260708_000005:entity:manifest:Payables:none:none,binding,manifest,Payables,,,,,,,,,,payables_threewaymatchcoverage_20260708_000005,THREEWAYMATCHCOVERAGE,DIRECT,none,none,"Consolidated three-way-match coverage spine at receipt/voucher row grain: flat base-table joins only (no CTEs/derived tables), po_line->purchase_order INNER then all LEFT, covering Not Received / Received-Uninvoiced / Partially Invoiced / Matched / Over-Invoiced states; sibling exception views become filters over this spine",,,,,
456,payables_uninvoicedreceipts_20260706_000003:entity:manifest:Payables:none:none,manufacturing_graph_node/payables_uninvoicedreceipts_20260706_000003:entity:manifest:Payables:none:none,binding,manifest,Payables,,,,,,,,,,payables_uninvoicedreceipts_20260706_000003,UNINVOICEDRECEIPTS,DIRECT,none,none,Uninvoiced receipts exception report (three-way match): receipts with at least one receiving line whose non-cancelled payable coverage is below the received quantity or absent entirely — refactored from the private-repo ground truth '203 3WM Uninvoiced Receipts',,,,,
457,receivables_araging_20260724_000001:entity:manifest:Receivables:none:none,manufacturing_graph_node/receivables_araging_20260724_000001:entity:manifest:Receivables:none:none,binding,manifest,Receivables,,,,,,,,,,receivables_araging_20260724_000001,ARAGING,DIRECT,none,none,"AR aging report (Open + Disputed invoices only) bucketed by days past due_date — Current / 1-30 / 31-60 / >60 days — relative to a data-derived as-of date (MAX payment_date from Paid invoices). After collect_june2026_ar, all pre-July-2026 invoices are Paid and return zero rows here, confirming the cash-to-cash cycle closed correctly.",,,,,
458,receivables_cashreceipts_20260724_000002:entity:manifest:Receivables:none:none,manufacturing_graph_node/receivables_cashreceipts_20260724_000002:entity:manifest:Receivables:none:none,binding,manifest,Receivables,,,,,,,,,,receivables_cashreceipts_20260724_000002,ARCASHRECEIPTS,DIRECT,none,none,"Cash receipts by invoice — every receivable_payment installment joined to its invoice header with running cumulative-paid and remaining-balance, so partial collections are visible line by line. Answers 'what payments came in this month?' and 'show cash receipts against invoice X'.",,,,,
459,sales_ordercustomerstate_20260604_000012:entity:manifest:Customer:none:none,manufacturing_graph_node/sales_ordercustomerstate_20260604_000012:entity:manifest:Customer:none:none,binding,manifest,Customer,,,,,,,,,,sales_ordercustomerstate_20260604_000012,ORDERCUSTOMERSTATE,DIRECT,none,none,"Customer-facing work order delivery status: classifies each order as On Time, Late, Overdue, At Risk, or On Schedule against required delivery dates",,,,,
460,suppliers_outsideservicesuppliers_20260601_000002:entity:manifest:Work_Orders:none:none,manufacturing_graph_node/suppliers_outsideservicesuppliers_20260601_000002:entity:manifest:Work_Orders:none:none,binding,manifest,Work_Orders,,,,,,,,,,suppliers_outsideservicesuppliers_20260601_000002,DELIVERYPERFORMANCESUPPLIER,DIRECT,none,none,"Outside-service supplier list (NADCAP-certified vendors for heat treat, NDT, anodize, plating) — used when routing operations to outside vendors",,,,,
461,suppliers_supplierscorecard_20260601_000001:entity:manifest:Quality:none:none,manufacturing_graph_node/suppliers_supplierscorecard_20260601_000001:entity:manifest:Quality:none:none,binding,manifest,Quality,,,,,,,,,,suppliers_supplierscorecard_20260601_000001,DELIVERYPERFORMANCESUPPLIER,DIRECT,none,none,"Active supplier list with category, certification level, lead time, and performance rating — core supplier scorecard query against live suppliers table",,,,,
